"controle";"categoria";"tipo";"calibre";"marca";"quantidade";"origem"
"26285651-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"26285651-2019";1;"pistola";".45 auto";"glock";1;1
"26285651-2019";1;"fuzil";"5,56 mm";"indeterminado";1;1
"32735051-2019";1;"revólver";".32";"s&w";1;1
"43127381-2019";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"51292091-2019";1;"pistola";".380";"taurus";1;2
"55482721-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"57184161-2019";1;"pistola";".40";"taurus";1;2
"61928361-2019";1;"revólver";".32";"ina";1;1
"61928361-2019";1;"pistola";".40";"taurus";1;2
"65648691-2019";1;"pistola";"9 mm";"taurus";1;2
"70034301-2019";1;"pistola";"indeterminado";"indeterminado";1;1
"70034301-2019";1;"pistola";"indeterminado";"indeterminado";1;1
"72960741-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;1
"72960741-2019";1;"pistola";"9 mm";"taurus";1;1
"78180861-2019";1;"pistola";"9 mm";"girsan";1;1
"97572661-2019";1;"fuzil";"7,62 x 39 mm (m43)";"não identificada";1;1
"00176671-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"09049241-2019";1;"metralhadora";"9 mm";"i.m.i.";1;1
"09459211-2019";1;"pistola";".380";"taurus";1;2
"19691191-2019";1;"revólver";".38";"não identificada";1;1
"22936771-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"23147891-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"23406781-2019";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"23406781-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"27280851-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"32787591-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"37643781-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"43097661-2019";1;"fuzil";".223 remington (5,56x45 mm)";"colt";1;1
"47111871-2019";1;"espingarda";"36";"rossi";1;2
"47575121-2019";1;"espingarda";"36";"beretta";1;1
"47575121-2019";1;"espingarda";"12";"remington";1;1
"60902411-2019";1;"fuzil";".308 winchester (7,62x51 mm)";"d.p.m.s.";1;1
"64551971-2019";1;"revólver";".38";"rossi";1;2
"67548921-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"84327641-2019";1;"revólver";".38";"taurus";1;2
"87964041-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;1
"89088041-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"96586821-2019";1;"revólver";".38 spl";"taurus";1;2
"96902951-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"04751871-2019";1;"revólver";".38 special short";"rossi";1;2
"04751871-2019";1;"pistola";".380";"taurus";1;2
"08550931-2019";1;"revólver";".38 spl";"taurus";1;1
"12498221-2019";1;"arma de fabricação caseira";".32";"não identificada";1;2
"19756671-2019";1;"pistola";"9 mm";"taurus";1;2
"19756671-2019";1;"pistola";"9 mm parabellum (9x19mm)";"sarsilmaz";1;1
"28462161-2019";1;"pistola";"9 mm";"canik";1;1
"29170871-2019";1;"pistola";".40";"taurus";1;2
"31331001-2019";1;"revólver";".38";"não identificada";1;1
"34045041-2019";1;"fuzil";".223 remington (5,56x45 mm)";"não identificada";1;2
"36227191-2019";1;"revólver";".38";"rossi";1;2
"37312251-2019";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"42094411-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"43235581-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"43235581-2019";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"45792981-2019";1;"pistola";"9 mm";"canik";1;1
"45792981-2019";1;"fuzil";"5,56 mm";"colt";1;1
"45792981-2019";1;"fuzil";"5,56 mm";"indeterminado";1;1
"51448901-2019";1;"revólver";".38";"taurus";1;2
"51448901-2019";1;"revólver";".38";"taurus";1;2
"51448901-2019";1;"pistola";".380";"taurus";1;2
"51971931-2019";1;"pistola";".40";"glock";1;1
"55453721-2019";1;"pistola";".40";"taurus";1;2
"56850241-2019";1;"fuzil";"7,62";"indeterminado";1;1
"58173411-2019";1;"revólver";".38";"taurus";1;2
"60712481-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"69885061-2019";1;"pistola";".380";"taurus";1;2
"72038221-2019";1;"pistola";"9 mm";"girsan";1;1
"72534901-2019";1;"revólver";".38";"taurus";1;2
"91659461-2019";1;"pistola";"9 mm";"indeterminado";1;1
"04909311-2019";1;"pistola";".40";"taurus";1;2
"05299921-2019";1;"pistola";"indeterminado";"taurus";1;2
"05299921-2019";1;"pistola";"indeterminado";"indeterminado";1;1
"05299921-2019";1;"pistola";"9 mm";"luger";1;1
"05299921-2019";1;"pistola";"9 mm";"taurus";1;2
"05299921-2019";1;"pistola";"indeterminado";"taurus";1;2
"05299921-2019";1;"pistola";".40";"indeterminado";1;1
"05299921-2019";1;"pistola";"9 mm";"glock";1;1
"13409561-2019";1;"revólver";".38";"taurus";1;1
"15275241-2019";1;"pistola";"9 mm";"cz";1;1
"15275241-2019";1;"pistola";"9 mm";"canik";1;1
"15275241-2019";1;"pistola";"9 mm";"taurus";1;2
"24081821-2019";1;"garrucha";"outros";"rossi";1;2
"25065571-2019";1;"pistola";".40";"taurus";1;2
"25065571-2019";1;"pistola";"9 mm";"sarsilmaz";1;1
"25065571-2019";1;"pistola";"9 mm";"zigana";1;1
"26949141-2019";1;"pistola";".380";"sarsilmaz";1;1
"30493171-2019";1;"espingarda";".44";"indeterminado";1;1
"37312541-2019";1;"pistola";"9 mm luger (9x19mm)";"girsan";1;1
"39857061-2019";1;"revólver";"outros";"rossi";1;2
"44630691-2019";1;"pistola";".40";"taurus";1;2
"46820051-2019";1;"espingarda";"20";"rossi";1;2
"50184791-2019";1;"pistola";".40";"ruger";1;1
"50184791-2019";1;"pistola";".40";"glock";1;1
"50399491-2019";1;"pistola";"outros";"taurus";1;2
"52999511-2019";1;"pistola";"9 mm";"girsan";1;1
"52999511-2019";1;"pistola";"9 mm";"taurus";1;2
"62402161-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"67230491-2019";1;"pistola";"9 mm luger (9x19mm)";"tisas";1;1
"74533731-2019";1;"arma de fabricação caseira";"indeterminado";"não identificada";1;2
"77276301-2019";1;"revólver";".38";"taurus";1;2
"80474301-2019";1;"pistola";"9 mm";"glock";1;1
"81968761-2019";1;"pistola";".40";"indeterminado";1;1
"85911851-2019";1;"fuzil";".223 remington (5,56x45 mm)";"colt";1;1
"86161791-2019";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"88356601-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"88356601-2019";1;"pistola";"9 mm luger (9x19mm)";"girsan";1;1
"92307021-2019";1;"pistola";"9 mm";"indeterminado";1;2
"97647081-2019";1;"revólver";".38";"taurus";1;2
"98845011-2019";1;"espingarda";"12";"rossi";1;1
"02023941-2019";1;"pistola";".380";"indeterminado";1;1
"04145581-2019";1;"revólver";".32";"rossi";1;2
"05062611-2019";1;"pistola";"9 mm";"canik";1;1
"12745171-2019";1;"pistola";"9 mm";"indeterminado";1;1
"14183711-2019";1;"pistola";"9 mm";"indeterminado";1;1
"48202241-2019";1;"pistola";"9 mm";"glock";1;1
"48202241-2019";1;"fuzil";"5,56 mm";"palmetto state armor";1;1
"48224371-2019";1;"revólver";".38";"rossi";1;2
"48859941-2019";1;"revólver";".38";"taurus";1;2
"49724081-2019";1;"pistola";"9 mm";"sarsilmaz";1;1
"57070901-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"58780011-2019";1;"pistola";"7,65 mm";"taurus";1;2
"63857801-2019";1;"revólver";".38";"s&w";1;1
"63857801-2019";1;"revólver";".32";"indeterminado";1;2
"66964071-2019";1;"fuzil";"5,56 mm";"indeterminado";1;1
"66964071-2019";1;"pistola";".40";"glock";1;1
"73095641-2019";1;"revólver";".38 spl";"rossi";1;2
"75114391-2019";1;"revólver";".38";"indeterminado";1;1
"78639621-2019";1;"espingarda";"36";"rossi";1;2
"82609351-2019";1;"pistola";"9 mm";"girsan";1;1
"86393671-2019";1;"espingarda";"indeterminado";"indeterminado";1;1
"88618491-2019";1;"revólver";".38 special short";"taurus";1;2
"88745171-2019";1;"revólver";".38";"indeterminado";1;1
"92308041-2019";1;"revólver";".32";"taurus";1;2
"99613011-2019";1;"pistola";"9 mm";"cz";1;1
"00787401-2019";1;"pistola";".40";"indeterminado";1;1
"27978941-2019";1;"pistola";"9 mm";"glock";1;1
"29830051-2019";1;"revólver";".38";"indeterminado";1;1
"46132521-2019";1;"revólver";".38 spl";"taurus";1;2
"49369791-2019";1;"pistola";".32";"não identificada";1;2
"50654821-2019";1;"pistola";"9 mm";"girsan";1;1
"57451901-2019";1;"pistola";".45";"taurus";1;2
"57451901-2019";1;"pistola";".380";"imbel";1;1
"67309141-2019";1;"pistola";"outros";"taurus";1;2
"73801671-2019";1;"pistola";".380";"taurus";1;2
"77219511-2019";1;"pistola";"9 mm";"girsan";1;1
"81954501-2019";1;"revólver";".38";"rossi";1;1
"91123281-2019";1;"revólver";".38";"não identificada";1;1
"93878561-2019";1;"pistola";".380";"taurus";1;1
"99527171-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"20850421-2019";1;"revólver";".38";"taurus";1;2
"29372971-2019";1;"pistola";".40 s&w (10 x 22)";"imbel";1;2
"35907241-2019";1;"pistola";"9 mm";"taurus";1;2
"37974231-2019";1;"revólver";".38";"taurus";1;2
"39860861-2019";1;"pistola";"outros";"não identificada";1;1
"40569941-2019";1;"revólver";".38";"taurus";1;2
"40710041-2019";1;"revólver";".38";"indeterminado";1;1
"58827721-2019";1;"revólver";".22 lr";"rossi";1;2
"58911861-2019";1;"espingarda";"outros";"boito";1;1
"72965061-2019";1;"revólver";".22 lr";"rossi";1;2
"78012991-2019";1;"espingarda";"32";"rossi";1;2
"78012991-2019";1;"espingarda";"indeterminado";"indeterminado";1;1
"78012991-2019";1;"espingarda";"indeterminado";"indeterminado";1;1
"78012991-2019";1;"espingarda";"indeterminado";"indeterminado";1;1
"94158361-2019";1;"revólver";".38";"rossi";1;2
"05602371-2019";1;"pistola";".40";"glock";1;1
"10448911-2019";1;"pistola";"9 mm";"glock";1;1
"15690941-2019";1;"pistola";".380";"não identificada";1;1
"18469991-2019";1;"pistola";"6,35 mm";"walther";1;1
"18469991-2019";1;"revólver";".32";"indeterminado";1;1
"24051741-2019";1;"pistola";".40";"taurus";1;2
"24834681-2019";1;"revólver";".38";"indeterminado";1;1
"24834681-2019";1;"revólver";".38";"indeterminado";1;1
"24834681-2019";1;"revólver";".38";"indeterminado";1;1
"29085531-2019";1;"pistola";"indeterminado";"indeterminado";1;1
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"30239091-2019";1;"arma de fabricação caseira";"indeterminado";"indeterminado";1;2
"40238771-2019";1;"pistola";"9 mm";"indeterminado";1;2
"41472631-2019";1;"pistola";".40 s&w (10 x 22)";"imbel";1;2
"44312291-2019";1;"pistola";"9 mm";"indeterminado";1;1
"50507581-2019";1;"pistola";".45";"colt";1;1
"53585131-2019";1;"pistola";".380";"taurus";1;1
"53585131-2019";1;"revólver";".38";"taurus";1;1
"58131701-2019";1;"pistola";".380";"não identificada";1;1
"58579771-2019";1;"pistola";"9 mm";"taurus";1;2
"59065501-2019";1;"revólver";".32";"taurus";1;2
"66019791-2019";1;"fuzil";"7,62";"indeterminado";1;1
"66019791-2019";1;"pistola";".40";"indeterminado";1;1
"66019791-2019";1;"fuzil";"7,62";"indeterminado";1;1
"66019791-2019";1;"pistola";".40";"indeterminado";1;1
"70559331-2019";1;"revólver";".38";"taurus";1;2
"76572121-2019";1;"pistola";".40";"glock";1;1
"77321731-2019";1;"pistola";".380";"taurus";1;2
"84557631-2019";1;"pistola";".380";"taurus";1;2
"86749771-2019";1;"pistola";".40";"taurus";1;2
"86958421-2019";1;"revólver";".38";"s&w";1;1
"90988001-2019";1;"pistola";".40";"taurus";1;2
"99836491-2019";1;"revólver";".32";"s&w";1;1
"05856591-2019";1;"revólver";".32";"taurus";1;2
"11235911-2019";1;"pistola";"9 mm";"fn";1;1
"24350121-2019";1;"revólver";".38";"indeterminado";1;1
"25107221-2019";1;"pistola";".380";"taurus";1;2
"27689171-2019";1;"pistola";"9 mm";"girsan";1;1
"34196731-2019";1;"pistola";".40";"glock";1;1
"34196731-2019";1;"pistola";"9 mm";"glock";1;1
"34196731-2019";1;"fuzil";"5,56 mm";"colt";1;1
"34196731-2019";1;"fuzil";"7,62";"imbel";1;1
"34196731-2019";1;"pistola";"9 mm";"glock";1;1
"34196731-2019";1;"pistola";"9 mm";"glock";1;1
"34196731-2019";1;"pistola";"9 mm";"bersa";1;1
"34196731-2019";1;"pistola";".40";"glock";1;1
"34196731-2019";1;"pistola";".40";"glock";1;1
"34196731-2019";1;"fuzil";"5,56 mm";"colt";1;1
"34196731-2019";1;"fuzil";"7,62";"imbel";1;1
"34196731-2019";1;"revólver";".38";"taurus";1;2
"34570721-2019";1;"pistola";"7,65 mm";"taurus";1;2
"34570721-2019";1;"revólver";".32";"taurus";1;1
"38089991-2019";1;"pistola";".40";"indeterminado";1;1
"40360261-2019";1;"revólver";".38";"rossi";1;2
"48223711-2019";1;"pistola";".380 acp (9x17 mm)";"bersa";1;1
"52605871-2019";1;"pistola";"9 mm luger (9x19mm)";"bersa";1;1
"52605871-2019";1;"pistola";"9 mm luger (9x19mm)";"i.m.i.";1;1
"53851681-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"56285901-2019";1;"revólver";".38";"taurus";1;2
"59768581-2019";1;"revólver";".22 long";"rossi";1;2
"64135971-2019";1;"revólver";".38";"s&w";1;1
"76384171-2019";1;"fuzil";"5,56 nato (5.56 x 45 mm)";"indeterminado";1;1
"77902251-2019";1;"pistola";"9 mm";"glock";1;1
"77902251-2019";1;"pistola";"9 mm";"taurus";1;2
"84943131-2019";1;"pistola";"9 mm";"indeterminado";1;1
"85403641-2019";1;"revólver";".38";"taurus";1;2
"92800701-2019";1;"pistola";".380";"taurus";1;2
"01803171-2019";1;"revólver";"32";"taurus";1;1
"04001141-2019";1;"pistola";"9 mm";"girsan";1;1
"10875701-2019";1;"pistola";".380";"taurus";1;2
"11056081-2019";1;"revólver";".32";"taurus";1;2
"17980961-2019";1;"revólver";".38";"taurus";1;2
"17980961-2019";1;"pistola";"9 mm";"taurus";1;2
"25301001-2019";1;"revólver";".38";"indeterminado";1;1
"26757831-2019";1;"pistola";"9 mm";"taurus";1;2
"26863221-2019";1;"revólver";".32";"taurus";1;2
"34624041-2019";1;"pistola";"6,35 mm";"taurus";1;2
"35179581-2019";1;"pistola";".45";"indeterminado";1;1
"44449231-2019";1;"revólver";".32";"rossi";1;2
"46195641-2019";1;"revólver";".38";"taurus";1;1
"46587801-2019";1;"revólver";".38";"taurus";1;2
"48888461-2019";1;"revólver";".22 short";"rossi";1;2
"56439691-2019";1;"revólver";".38";"indeterminado";1;1
"58239171-2019";1;"pistola";"9 mm";"indeterminado";1;1
"58239171-2019";1;"pistola";"9 mm";"zigana";1;1
"62623741-2019";1;"espingarda";"12";"não identificada";1;1
"71476911-2019";1;"revólver";".38";"rossi";1;2
"76498041-2019";1;"revólver";".22 lr";"rossi";1;2
"78286991-2019";1;"revólver";".38";"rossi";1;1
"79929651-2019";1;"revólver";".38";"taurus";1;2
"92681181-2019";1;"pistola";".380";"taurus";1;2
"93305411-2019";1;"revólver";".38";"s&w";1;1
"93752601-2019";1;"pistola";"9 mm";"indeterminado";1;1
"03358581-2019";1;"revólver";".38";"não identificada";1;1
"03358581-2019";1;"pistola";".380";"taurus";1;2
"15568721-2019";1;"pistola";"9 mm curto";"taurus";1;1
"18096121-2019";1;"pistola";".40";"glock";1;1
"20130001-2019";1;"pistola";".380";"star";1;1
"29677951-2019";1;"fuzil";"5,56 mm";"colt";1;1
"37314311-2019";1;"pistola";"9 mm";"tara";1;1
"37314311-2019";1;"fuzil";"7,62";"não identificada";1;1
"39430841-2019";1;"espingarda";"22";"indeterminado";1;1
"39430841-2019";1;"espingarda";"28";"indeterminado";1;1
"39430841-2019";1;"espingarda";"28";"indeterminado";1;1
"44405641-2019";1;"pistola";".40";"glock";1;1
"50860981-2019";1;"pistola";".380";"imbel";1;2
"55529631-2019";1;"revólver";".32";"indeterminado";1;1
"60845921-2019";1;"fuzil";"5,56 mm";"indeterminado";1;1
"60845921-2019";1;"pistola";"9 mm";"taurus";1;2
"66028231-2019";1;"revólver";".38";"taurus";1;2
"93945981-2019";1;"revólver";".38";"taurus";1;2
"97251011-2019";1;"revólver";".38";"taurus";1;2
"01548591-2019";1;"revólver";".38 spl";"taurus";1;2
"04668491-2019";1;"pistola";"9 mm parabellum (9x19mm)";"bersa";1;1
"04668491-2019";1;"pistola";"9 mm parabellum (9x19mm)";"glock";1;1
"06128731-2019";1;"revólver";".38 spl";"taurus";1;2
"11666871-2019";1;"revólver";".38 spl";"rossi";1;2
"12598651-2019";1;"pistola";"9 mm";"taurus";1;2
"13261151-2019";1;"espingarda";"indeterminado";"não identificada";1;1
"13798221-2019";1;"pistola";"9 mm luger (9x19mm)";"s&w";1;1
"15954181-2019";1;"revólver";".38";"taurus";1;1
"16411841-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"21453671-2019";1;"espingarda";"12";"boito";1;2
"27471661-2019";1;"pistola";"9 mm luger (9x19mm)";"bul";1;1
"29447611-2019";1;"revólver";".38";"taurus";1;2
"29915361-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"32859441-2019";1;"pistola";".380";"browning";1;1
"35649911-2019";1;"revólver";".38";"taurus";1;2
"37026531-2019";1;"pistola";"9 mm parabellum (9x19mm)";"taurus";1;2
"41977811-2019";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"44665231-2019";1;"espingarda";"28";"rossi";1;1
"49674691-2019";1;"revólver";".38 spl";"taurus";1;2
"49674691-2019";1;"revólver";".38 spl";"rossi";1;2
"50586681-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"51133661-2019";1;"revólver";".38 spl";"rossi";1;2
"52138581-2019";1;"revólver";".32 s&w";"castelo";1;1
"52774451-2019";1;"revólver";".38 spl";"taurus";1;2
"53330141-2019";1;"pistola";"9 mm";"taurus";1;2
"53750451-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"56414451-2019";1;"pistola";".380";"taurus";1;2
"56414451-2019";1;"espingarda";"12";"cbc";1;2
"62234241-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"66136421-2019";1;"revólver";".38";"s&w";1;1
"66136421-2019";1;"revólver";".38";"taurus";1;2
"67761571-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"84055971-2019";1;"revólver";".32 s&w long";"ina";1;1
"85304371-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"89914921-2019";1;"revólver";".38";"s&w";1;1
"90484901-2019";1;"pistola";"9 mm";"glock";1;1
"91645871-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;1
"91645871-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;1
"05996151-2019";1;"pistola";"9 mm";"canik";1;1
"05996151-2019";1;"pistola";"9 mm";"zigana";1;1
"09463721-2019";1;"pistola";".380";"taurus";1;2
"31166151-2019";1;"revólver";".38 spl";"rossi";1;2
"37414071-2019";1;"pistola";"9 mm parabellum (9x19mm)";"girsan";1;1
"38967871-2019";1;"revólver";".38 spl";"rossi";1;2
"51535361-2019";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"53069021-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;1
"53856261-2019";1;"pistola";"9 mm";"fn";1;1
"58563661-2019";1;"pistola";"9 mm";"taurus";1;2
"65752211-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"68576321-2019";1;"revólver";".32";"taurus";1;2
"79478631-2019";1;"espingarda";"16";"não identificada";1;1
"79478631-2019";1;"espingarda";"16";"não identificada";1;1
"84869281-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"95078001-2019";1;"fuzil";"5,56 mm";"colt";1;1
"95078001-2019";1;"pistola";".40";"taurus";1;2
"03501541-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"11925711-2019";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"37038111-2019";1;"pistola";"9 mm";"sarsilmaz";1;1
"38392851-2019";1;"pistola";".380";"taurus";1;2
"38728581-2019";1;"garrucha";".22 lr";"rossi";1;1
"42482041-2019";1;"revólver";".38";"taurus";1;2
"48324031-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"48665201-2019";1;"revólver";".38";"taurus";1;2
"71545541-2019";1;"pistola";"9 mm luger (9x19mm)";"bul";1;1
"75496401-2019";1;"fuzil";".223 remington (5,56x45 mm)";"indeterminado";1;1
"82628401-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"94570191-2019";1;"pistola";".25 auto";"não identificada";1;1
"97194101-2019";1;"pistola";"9 mm";"ruger";1;1
"97194101-2019";1;"pistola";"9 mm";"d b - diamondback";1;1
"08478571-2019";1;"fuzil";"5,56 mm";"não identificada";1;1
"14648351-2019";1;"pistola";"9 mm";"sarsilmaz";1;1
"15358131-2019";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"25696371-2019";1;"fuzil";"outros";"não identificada";1;1
"31301221-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
